fund,display_name,n_samples,mean,p0.001,p0.01,p0.1,p1,p5,p10,p25,p50,p75,p90,p95,p99,p99.9,p99.99,p99.999
sentinel_bio,Sentinel Bio,100000,3.898013845431935e+38,6708806195304.83,6708806195304.83,6708808954614.629,6920362357118.522,7682734329046.052,10584410874271.5,11768940168545.457,1.0098100607867368e+17,9.828862359818161e+19,1.1286024259910795e+20,2.4128548025066728e+27,4.772855719950515e+39,5.6809017175956945e+40,5.421526447891099e+41,5.4838708560685924e+41
longview_nuclear,Longview Philanthropy Nuclear Weapons Policy Fund,100000,3.898010984607699e+38,6708806131431.928,6708806131431.928,6708808315885.433,6920299909395.217,7682721580594.564,10584396458981.19,11768940168545.457,1.0098100257119918e+17,9.828858092740901e+19,1.1286019248084692e+20,2.41285480250697e+27,4.7728555407159873e+39,5.680896932749889e+40,5.421526441393625e+41,5.483869590797852e+41
longview_ai,Longview Philanthropy AI Program,100000,3.8992156360404005e+38,6708828042093.127,6708828042093.127,6709027424700.348,6928690544070.383,7685050869680.27,10588691542036.03,11768940168545.457,1.010006138939964e+17,9.830338631932325e+19,1.1291230534746073e+20,2.4128548032532876e+27,4.772965192880738e+39,5.682503684307999e+40,5.421528667675034e+41,5.484471940493104e+41
