fund,display_name,n_samples,mean,p0.001,p0.01,p0.1,p1,p5,p10,p25,p50,p75,p90,p95,p99,p99.9,p99.99,p99.999
sentinel_bio,Sentinel Bio,100000,4.157434209264491e+38,6708806195304.83,6708806195304.83,6708808421226.65,6920362357118.522,7682734725107.861,10584410874271.5,11768940168545.457,1.0098104817241998e+17,9.828868261456272e+19,1.1286024259910795e+20,2.412854927784518e+27,4.7728947122525717e+39,5.9017545583507975e+40,5.4828241256782286e+41,5.483875173482531e+41
longview_nuclear,Longview Philanthropy Nuclear Weapons Policy Fund,100000,4.1574312180775746e+38,6708806131431.928,6708806131431.928,6708807893619.963,6920299909395.217,7682721580594.564,10584396458981.19,11768940168545.457,1.0098100698410691e+17,9.828863369630894e+19,1.1286019248084692e+20,2.4128549443560082e+27,4.772887297856378e+39,5.901752918033253e+40,5.482823964308717e+41,5.48387273825385e+41
longview_ai,Longview Philanthropy AI Program,100000,4.158746497106659e+38,6708828042093.127,6708828042093.127,6708989307791.895,6946109508351.33,7685050869680.27,10590350912432.326,11768940168545.457,1.0100088788667739e+17,9.830821291061112e+19,1.1291230534746073e+20,2.41293996933152e+27,4.775900160817979e+39,5.902203092069065e+40,5.483028922051978e+41,5.486404893174025e+41
