fund,display_name,n_samples,mean,p0.001,p0.01,p0.1,p1,p5,p10,p25,p50,p75,p90,p95,p99,p99.9,p99.99,p99.999
sentinel_bio,Sentinel Bio,100000,4.076074470549279e+38,6708806195304.83,6708806195304.83,6708808954614.629,6922600681776.875,7682734329046.052,10584410874271.5,11768940168545.457,1.0098109421847976e+17,9.82886239069005e+19,1.1286024259910795e+20,2.411407759369282e+27,4.7731686967505376e+39,5.879320296122903e+40,5.4372892302400246e+41,5.4839536514787084e+41
longview_nuclear,Longview Philanthropy Nuclear Weapons Policy Fund,100000,4.07607120831411e+38,6708806131431.928,6708806131431.928,6708808315885.433,6922538213436.521,7682721580594.564,10584396458981.19,11768940168545.457,1.0098102674973946e+17,9.828858123612776e+19,1.1286019248084692e+20,2.4114075220196094e+27,4.7731033034301864e+39,5.87921156629166e+40,5.437288385122604e+41,5.483934879962997e+41
longview_ai,Longview Philanthropy AI Program,100000,4.077371394307238e+38,6708828042093.127,6708828042093.127,6709027424700.348,6946109508351.33,7685050869680.27,10590350912432.326,11768940168545.457,1.0100526460692256e+17,9.830338662808735e+19,1.1291230534746073e+20,2.411701142287165e+27,4.795887002993735e+39,5.916952405904655e+40,5.4376317226626604e+41,5.48899303868017e+41
